record_id,dataset_version,language,text,source_type,domain_category,annotator_1_label,annotator_2_label,annotator_1_ambiguity_flag,annotator_2_ambiguity_flag,annotator_1_tags,annotator_2_tags,agreement_status,adjudicated_label,ambiguity_flag_final,selection_status,source_origin,source_record_id,source_provenance
SI_NEW_V21_0001,maternalink_sinhala_demo_annotated_v1,si,අද මගේ ගර්භණී පරීක්ෂාව ගැන වෛද්‍යවරයාගෙන් විස්තර අහගන්න හිතාගෙන ඉන්නවා,synthetic_research_message,prenatal_checkup,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0001,supplied annotated development source; source metadata retained
SI_NEW_V21_0013,maternalink_sinhala_demo_annotated_v1,si,මගේ වෛද්‍ය වාර්තා එක තැනක තියාගන්න පටන් ගත්තා,synthetic_research_message,prenatal_checkup,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0013,supplied annotated development source; source metadata retained
SI_NEW_V21_0014,maternalink_sinhala_demo_annotated_v1,si,clinic එකේදී මගේ දැනට තියෙන ලක්ෂණ ගැන කියන්නම්,synthetic_research_message,prenatal_checkup,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0014,supplied annotated development source; source metadata retained
SI_NEW_V21_0015,maternalink_sinhala_demo_annotated_v1,si,පරීක්ෂාවට යන්න කලින් කෑම ගැන විශේෂ උපදෙස් තියෙනවාද කියලා අහන්න ඕන,synthetic_research_message,prenatal_checkup,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0015,supplied annotated development source; source metadata retained
SI_NEW_V21_0016,maternalink_sinhala_demo_annotated_v1,si,මගේ appointment එකට වෙලාවට යන්න reminder එකක් දාගත්තා,synthetic_research_message,prenatal_checkup,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0016,supplied annotated development source; source metadata retained
SI_NEW_V21_0017,maternalink_sinhala_demo_annotated_v1,si,පරීක්ෂණ කිහිපයක් එකම දවසේ කරන්න පුළුවන්ද කියලා දැනගන්න ඕන,synthetic_research_message,prenatal_checkup,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0017,supplied annotated development source; source metadata retained
SI_NEW_V21_0018,maternalink_sinhala_demo_annotated_v1,si,මගේ ගර්භණී කාලය අනුව ඊළඟ පියවර මොකක්ද කියලා දැනගන්න ඕන,synthetic_research_message,prenatal_checkup,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0018,supplied annotated development source; source metadata retained
SI_NEW_V21_0019,maternalink_sinhala_demo_annotated_v1,si,පරීක්ෂාවේදී මට නොතේරෙන වචන තිබුණොත් ඒවා පැහැදිලි කරගන්නම්,synthetic_research_message,prenatal_checkup,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0019,supplied annotated development source; source metadata retained
SI_NEW_V21_0020,maternalink_sinhala_demo_annotated_v1,si,clinic visit එකෙන් පස්සේ වෛද්‍යවරයාගේ උපදෙස් නැවත කියවන්න හිතනවා,synthetic_research_message,prenatal_checkup,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0020,supplied annotated development source; source metadata retained
SI_NEW_V21_0021,maternalink_sinhala_demo_annotated_v1,si,අද දරුවාගේ චලනය ගැන මට සටහනක් තියාගන්න හිතුණා,synthetic_research_message,fetal_movement,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0021,supplied annotated development source; source metadata retained
SI_NEW_V21_0022,maternalink_sinhala_demo_annotated_v1,si,දරුවාගේ movement එක දැනෙන වෙලාවන් ලියාගන්න මම උත්සාහ කරනවා,synthetic_research_message,fetal_movement,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0022,supplied annotated development source; source metadata retained
SI_NEW_V21_0024,maternalink_sinhala_demo_annotated_v1,si,දරුවා ටික වෙලාවක් නිශ්ශබ්දව ඉන්න එක ගැන තොරතුරු දැනගන්න අවශ්‍යයි,synthetic_research_message,fetal_movement,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0024,supplied annotated development source; source metadata retained
SI_NEW_V21_0025,maternalink_sinhala_demo_annotated_v1,si,අද උදේ movement එක කිහිප වතාවක් දැනුණා,synthetic_research_message,fetal_movement,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0025,supplied annotated development source; source metadata retained
SI_NEW_V21_0026,maternalink_sinhala_demo_annotated_v1,si,දරුවාගේ චලනය ගැන දිනපතා සටහනක් තියාගන්න පටන් ගත්තා,synthetic_research_message,fetal_movement,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0026,supplied annotated development source; source metadata retained
SI_NEW_V21_0027,maternalink_sinhala_demo_annotated_v1,si,movement එකේ වෙනසක් තිබුණොත් කාට දැනුම් දෙන්නද කියලා දැනගන්න ඕන,synthetic_research_message,fetal_movement,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0027,supplied annotated development source; source metadata retained
SI_NEW_V21_0028,maternalink_sinhala_demo_annotated_v1,si,දරුවාගේ චලනය දැනෙන ආකාරය සෑම දිනකම එක වගේ නෑ කියලා මට හිතෙනවා,synthetic_research_message,fetal_movement,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0028,supplied annotated development source; source metadata retained
SI_NEW_V21_0029,maternalink_sinhala_demo_annotated_v1,si,දරුවාගේ movement ගැන වෛද්‍යවරයා කියපු උපදෙස් නැවත බලන්න ඕන,synthetic_research_message,fetal_movement,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0029,supplied annotated development source; source metadata retained
SI_NEW_V21_0030,maternalink_sinhala_demo_annotated_v1,si,අද චලනය ගැන මට තිබුණු ප්‍රශ්නය clinic එකේදී අහන්නම්,synthetic_research_message,fetal_movement,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0030,supplied annotated development source; source metadata retained
SI_NEW_V21_0031,maternalink_sinhala_demo_annotated_v1,si,movement count කරන ක්‍රමය හරියට තේරුම් ගන්න මට උදව් අවශ්‍යයි,synthetic_research_message,fetal_movement,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0031,supplied annotated development source; source metadata retained
SI_NEW_V21_0033,maternalink_sinhala_demo_annotated_v1,si,චලනය අඩු වුණා වගේ දැනුණොත් ඉක්මනින් උපදෙස් ගන්න ඕන කියලා මට කියලා තියෙනවා,synthetic_research_message,fetal_movement,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0033,supplied annotated development source; source metadata retained
SI_NEW_V21_0034,maternalink_sinhala_demo_annotated_v1,si,අද දරුවාගේ movement එක ගැන මට තවමත් පැහැදිලි නැති දෙයක් තියෙනවා,synthetic_research_message,fetal_movement,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0034,supplied annotated development source; source metadata retained
SI_NEW_V21_0035,maternalink_sinhala_demo_annotated_v1,si,දරුවාගේ චලනය ගැන වෙනත් මව්වරුන්ගේ අත්දැකීම් අහලා තියෙනවා,synthetic_research_message,fetal_movement,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0035,supplied annotated development source; source metadata retained
SI_NEW_V21_0036,maternalink_sinhala_demo_annotated_v1,si,movement එක ගැන සැලකිලිමත් වෙන්න ඕන ආකාරය මට කියලා දෙන්න පුළුවන්ද,synthetic_research_message,fetal_movement,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0036,supplied annotated development source; source metadata retained
SI_NEW_V21_0038,maternalink_sinhala_demo_annotated_v1,si,අද movement එක මට වෙනදා වගේම දැනුණා,synthetic_research_message,fetal_movement,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0038,supplied annotated development source; source metadata retained
SI_NEW_V21_0039,maternalink_sinhala_demo_annotated_v1,si,චලනයේ රටාව ගැන මට ඇති සැකය වෛද්‍යවරයා සමඟ කතා කරන්නම්,synthetic_research_message,fetal_movement,DISTRESSED,DISTRESSED,no,no,,,agree,DISTRESSED,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0039,supplied annotated development source; source metadata retained
SI_NEW_V21_0041,maternalink_sinhala_demo_annotated_v1,si,පසුගිය දවස්වල මගේ නින්දේ රටාව ටිකක් වෙනස් වෙලා තියෙනවා,synthetic_research_message,sleep_rest,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0041,supplied annotated development source; source metadata retained
SI_NEW_V21_0042,maternalink_sinhala_demo_annotated_v1,si,ගර්භණී කාලයේ හොඳින් විවේක ගන්න පුළුවන් ක්‍රම ගැන දැනගන්න කැමතියි,synthetic_research_message,sleep_rest,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0042,supplied annotated development source; source metadata retained
SI_NEW_V21_0044,maternalink_sinhala_demo_annotated_v1,si,දවස අතරතුර ටික වේලාවක් විවේක ගන්න උත්සාහ කරනවා,synthetic_research_message,sleep_rest,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0044,supplied annotated development source; source metadata retained
SI_NEW_V21_0045,maternalink_sinhala_demo_annotated_v1,si,නිදාගන්න පහසු ඉරියව්ව ගැන මට උපදෙස් අවශ්‍යයි,synthetic_research_message,sleep_rest,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0045,supplied annotated development source; source metadata retained
SI_NEW_V21_0046,maternalink_sinhala_demo_annotated_v1,si,අද රෑ හොඳට නිදාගන්න පුළුවන් වෙයිද කියලා බලනවා,synthetic_research_message,sleep_rest,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0046,supplied annotated development source; source metadata retained
SI_NEW_V21_0048,maternalink_sinhala_demo_annotated_v1,si,නින්ද ගැන මට තියෙන ගැටලුව clinic එකේදී අහන්නම්,synthetic_research_message,sleep_rest,DISTRESSED,DISTRESSED,no,no,,,agree,DISTRESSED,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0048,supplied annotated development source; source metadata retained
SI_NEW_V21_0049,maternalink_sinhala_demo_annotated_v1,si,දවසේ වැඩ අතර විවේක වෙලාවක් වෙන් කරගන්න මම උත්සාහ කරනවා,synthetic_research_message,sleep_rest,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0049,supplied annotated development source; source metadata retained
SI_NEW_V21_0050,maternalink_sinhala_demo_annotated_v1,si,රෑ නින්ද කඩවෙන හේතුව ගැන මට තේරුම් ගන්න ඕන,synthetic_research_message,sleep_rest,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0050,supplied annotated development source; source metadata retained
SI_NEW_V21_0051,maternalink_sinhala_demo_annotated_v1,si,නින්දට කලින් phone එක භාවිතා කරන එක අඩු කරන්න හිතනවා,synthetic_research_message,sleep_rest,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0051,supplied annotated development source; source metadata retained
SI_NEW_V21_0052,maternalink_sinhala_demo_annotated_v1,si,විවේක ගන්න හොඳ routine එකක් හදාගන්න උත්සාහ කරනවා,synthetic_research_message,sleep_rest,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0052,supplied annotated development source; source metadata retained
SI_NEW_V21_0053,maternalink_sinhala_demo_annotated_v1,si,අද දවසේ මට ටිකක් වැඩි විවේකයක් අවශ්‍යයි වගේ දැනෙනවා,synthetic_research_message,sleep_rest,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0053,supplied annotated development source; source metadata retained
SI_NEW_V21_0054,maternalink_sinhala_demo_annotated_v1,si,ගර්භණී සමයේ නින්ද වෙනස් වීම සාමාන්‍යද කියලා අහන්න ඕන,synthetic_research_message,sleep_rest,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0054,supplied annotated development source; source metadata retained
SI_NEW_V21_0055,maternalink_sinhala_demo_annotated_v1,si,නිදාගන්න වෙලාව නියම කරගන්න මම calendar එකේ සටහන් කරනවා,synthetic_research_message,sleep_rest,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0055,supplied annotated development source; source metadata retained
SI_NEW_V21_0056,maternalink_sinhala_demo_annotated_v1,si,දවල් ටිකක් නිදාගත්තොත් රෑ නින්දට බලපානවාද කියලා දැනගන්න කැමතියි,synthetic_research_message,sleep_rest,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0056,supplied annotated development source; source metadata retained
SI_NEW_V21_0058,maternalink_sinhala_demo_annotated_v1,si,නින්ද අඩු දවස්වල මගේ දවසේ වැඩ ටික අඩු කරගන්න බලනවා,synthetic_research_message,sleep_rest,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0058,supplied annotated development source; source metadata retained
SI_NEW_V21_0059,maternalink_sinhala_demo_annotated_v1,si,අද උදේ නැගිටිනකොට මට සාමාන්‍යයෙන් වඩා වෙහෙසක් දැනුණා,synthetic_research_message,sleep_rest,DISTRESSED,DISTRESSED,no,no,,,agree,DISTRESSED,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0059,supplied annotated development source; source metadata retained
SI_NEW_V21_0060,maternalink_sinhala_demo_annotated_v1,si,මගේ sleep routine එක ගැන වෙනසක් කරන්න කලින් වෛද්‍යවරයාගෙන් අහන්නම්,synthetic_research_message,sleep_rest,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0060,supplied annotated development source; source metadata retained
SI_NEW_V21_0061,maternalink_sinhala_demo_annotated_v1,si,ගර්භණී කාලයේ දිනපතා කෑම ගැන සැලසුමක් තියාගන්න උත්සාහ කරනවා,synthetic_research_message,nutrition_hydration,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0061,supplied annotated development source; source metadata retained
SI_NEW_V21_0062,maternalink_sinhala_demo_annotated_v1,si,වතුර ප්‍රමාණවත් ලෙස බොන්න මතක් වෙන්න phone reminder එකක් දාගත්තා,synthetic_research_message,nutrition_hydration,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0062,supplied annotated development source; source metadata retained
SI_NEW_V21_0063,maternalink_sinhala_demo_annotated_v1,si,මට කන්න පහසු ආහාර මොනවාද කියලා දැනගන්න කැමතියි,synthetic_research_message,nutrition_hydration,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0063,supplied annotated development source; source metadata retained
SI_NEW_V21_0064,maternalink_sinhala_demo_annotated_v1,si,අද කෑම රුචිය වෙනස් වගේ දැනුණා,synthetic_research_message,nutrition_hydration,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0064,supplied annotated development source; source metadata retained
SI_NEW_V21_0065,maternalink_sinhala_demo_annotated_v1,si,වෛද්‍යවරයා නිර්දේශ කළ ආහාර ලැයිස්තුව නැවත බලනවා,synthetic_research_message,nutrition_hydration,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0065,supplied annotated development source; source metadata retained
SI_NEW_V21_0066,maternalink_sinhala_demo_annotated_v1,si,කෑම වේල් මඟ නොහැරීමට මම වේලාවන් සටහන් කරගත්තා,synthetic_research_message,nutrition_hydration,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0066,supplied annotated development source; source metadata retained
SI_NEW_V21_0067,maternalink_sinhala_demo_annotated_v1,si,වතුර බොන ප්‍රමාණය ගැන මට ප්‍රශ්නයක් තියෙනවා,synthetic_research_message,nutrition_hydration,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0067,supplied annotated development source; source metadata retained
SI_NEW_V21_0068,maternalink_sinhala_demo_annotated_v1,si,ගර්භණී සමයේ වැළකිය යුතු ආහාර ගැන නිවැරදි තොරතුරු දැනගන්න ඕන,synthetic_research_message,nutrition_hydration,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0068,supplied annotated development source; source metadata retained
SI_NEW_V21_0069,maternalink_sinhala_demo_annotated_v1,si,අද උදේ කෑම ටිකක් වෙනස් විදිහකට ගත්තා,synthetic_research_message,nutrition_hydration,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0069,supplied annotated development source; source metadata retained
SI_NEW_V21_0070,maternalink_sinhala_demo_annotated_v1,si,කෑම ගැන සැලසුමක් හදාගන්න පවුලේ අයත් එක්ක කතා කරනවා,synthetic_research_message,nutrition_hydration,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0070,supplied annotated development source; source metadata retained
SI_NEW_V21_0071,maternalink_sinhala_demo_annotated_v1,si,මට ගැලපෙන ආහාර ගැන වෛද්‍යවරයාගෙන් උපදෙස් ඉල්ලන්නම්,synthetic_research_message,nutrition_hydration,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0071,supplied annotated development source; source metadata retained
SI_NEW_V21_0072,maternalink_sinhala_demo_annotated_v1,si,වතුර බොන්න අමතක නොවෙන්න බෝතලයක් ළඟ තියාගන්නවා,synthetic_research_message,nutrition_hydration,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0072,supplied annotated development source; source metadata retained
SI_NEW_V21_0073,maternalink_sinhala_demo_annotated_v1,si,අද දවසේ කෑම ගැන සටහනක් තියාගත්තා,synthetic_research_message,nutrition_hydration,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0073,supplied annotated development source; source metadata retained
SI_NEW_V21_0074,maternalink_sinhala_demo_annotated_v1,si,ආහාර අරුචිය දිගටම තිබුණොත් කාගෙන් උපදෙස් ගන්නද කියලා දැනගන්න ඕන,synthetic_research_message,nutrition_hydration,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0074,supplied annotated development source; source metadata retained
SI_NEW_V21_0077,maternalink_sinhala_demo_annotated_v1,si,ගර්භණී කාලයේ supplements ගැන වෛද්‍යවරයාගෙන් අහන්න තියෙනවා,synthetic_research_message,nutrition_hydration,NEUTRAL,NEUTRAL,no,no,,,agree,NEUTRAL,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0077,supplied annotated development source; source metadata retained
SI_NEW_V21_0078,maternalink_sinhala_demo_annotated_v1,si,දිනපතා වතුර බොන ප්‍රමාණය වැඩි කරගන්න මම උත්සාහ කරනවා,synthetic_research_message,nutrition_hydration,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0078,supplied annotated development source; source metadata retained
SI_NEW_V21_0079,maternalink_sinhala_demo_annotated_v1,si,කෑම ගැන අලුත් routine එකක් හදාගන්න හිතනවා,synthetic_research_message,nutrition_hydration,CALM,CALM,no,no,,,agree,CALM,no,new_resolved_candidate,maternalink_sinhala_demo_annotated_v1.csv,SI_NEW_V21_0079,supplied annotated development source; source metadata retained
